AGO1_label,AGO1,AGO2_label,AGO2,AGO3_label,AGO3,ALKBH5_label,ALKBH5,AUF1_label,AUF1,DGCR8_label,DGCR8,EIF4A3_label,EIF4A3,EWSR1_label,EWSR1,FMRP_label,FMRP,FOX2_label,FOX2,FUS_label,FUS,FXR1_label,FXR1,FXR2_label,FXR2,HNRNPC_label,HNRNPC,HUR_label,HUR,IGF2BP1_label,IGF2BP1,IGF2BP2_label,IGF2BP2,IGF2BP3_label,IGF2BP3,LIN28A_label,LIN28A,LIN28B_label,LIN28B,MOV10_label,MOV10,PTB_label,PTB,PUM2_label,PUM2,QKI_label,QKI,SFRS1_label,SFRS1,TAF15_label,TAF15,TDP43_label,TDP43,TIA1_label,TIA1,TIAL1_label,TIAL1,TNRC6_label,TNRC6,U2AF65_label,U2AF65,WTAP_label,WTAP,ZC3H7B_label,ZC3H7B,C17ORF85_label,C17ORF85,C22ORF28_label,C22ORF28,CAPRIN1_label,CAPRIN1,METTL3_label,METTL3
1,0.699940443,1,0.521494329,0,0.019491926,1,0.797068238,0,1.65E-06,0,0.00365282,0,0.284598529,1,0.000783228,1,0.672381639,1,0.598871708,0,0.353024036,1,0.965001106,1,0.912856996,0,8.88E-07,0,0.65242058,0,0.111782871,1,0.53996104,0,0.035994034,1,0.828115106,1,0.483112693,0,0.117829718,0,0.132156461,0,0.184540957,0,1.96E-06,1,0.867854118,0,1.80E-05,1,0.809611917,0,0.000721996,0,8.69E-05,0,0.000261851,1,1.54E-05,1,0.622061133,0,0.367897123,0,0.000900681,0,2.52E-07,0,0.012961756,0,0.001632533
1,0.4925749,0,0.013587701,0,0.006226246,0,0.061455756,1,0.963155627,1,0.597086966,1,0.555416405,0,7.70E-07,0,0.651544213,1,0.000209462,1,0.646531463,1,0.925567269,1,0.912241518,0,0.836558998,0,0.611599565,1,0.640051901,0,0.469579667,0,0.376080871,0,0.00364685,0,0.388292521,0,0.060807396,1,0.62587142,0,0.137721166,1,0.836754918,0,0.171956658,1,0.9451738,1,0.038800646,1,0.61634028,0,0.268233776,0,0.002923387,1,0.66315949,1,0.846956372,1,0.639989376,0,1.39E-05,0,2.47E-14,1,0.867933631,1,0.807506144
1,0.812683821,1,0.411840826,1,0.931211531,0,0.11371474,1,0.47618866,0,0.060397614,0,0.015274441,0,7.12E-07,0,7.74E-05,0,0.174925476,1,0.698879242,0,1.12E-06,0,0.000965568,1,0.904823542,0,0.010203726,1,0.649728119,0,0.129708648,1,0.673187673,0,0.003550581,0,0.005582989,1,0.641410768,0,0.441606998,1,0.87110579,1,0.911120832,0,6.69E-06,1,0.957591295,1,0.849904597,1,0.928993165,0,0.001014738,0,4.37E-08,1,0.720597446,1,0.501161218,0,0.643480361,1,0.950792134,1,2.51E-05,1,0.000662032,1,0.761822939
1,0.704623401,1,0.683894992,0,0.005315737,1,0.835107386,0,3.79E-08,0,0.123341657,1,0.630404472,1,0.031302273,0,0.255224705,0,0.668498695,0,0.036214583,1,0.954989791,0,0.009735984,1,0.930396438,1,0.527641654,0,0.443287492,1,0.726337969,0,0.016856402,1,0.006454287,1,0.354813933,1,0.681336641,0,0.418640941,1,0.346499532,0,0.244084135,0,0.843469858,0,2.40E-06,0,0.007214048,1,0.858209848,0,0.76822871,1,0.829782426,1,0.815215409,1,0.345641583,1,0.349730432,0,0.002708862,1,0.826623619,1,0.87712121,1,0.902195692
1,0.784501672,1,0.618235409,1,0.927894533,1,0.79148829,1,0.96429354,1,0.621368885,0,0.295617193,1,0.234877035,1,0.627996504,0,0.728188396,0,0.002274167,1,0.891462147,1,0.909289956,0,2.24E-05,0,0.000448108,1,0.655332983,1,0.612016499,0,0.59905827,0,0.590107799,1,0.871637583,1,0.714374125,0,0.006937656,1,0.802578747,1,0.853896618,1,0.904756665,1,0.927747607,0,1.74E-07,1,0.850869715,1,0.827182472,1,0.525761306,0,0.684392631,1,0.913609147,0,0.575973749,1,0.934965789,0,0.039529666,1,0.636026382,1,0.469728559
1,0.733907521,1,0.207051694,1,0.917424977,0,0.200582802,0,2.66E-10,0,0.043575585,1,0.637697518,0,0.011373887,1,0.553031802,1,0.741168201,1,0.018460846,0,1.20E-05,0,0.00525285,0,0.000623602,0,7.61E-05,0,0.044961952,0,0.522499382,1,0.605648816,1,0.492384702,1,0.515566826,1,0.512487411,1,0.28780067,1,0.845439911,1,0.928887844,0,0.000416852,1,0.944783449,1,0.438310623,0,0.001293267,0,0.67367363,0,0.002364557,0,0.000758761,0,0.157127291,1,0.001148955,1,0.718339622,1,0.783633173,0,0.073427424,1,0.000248224
1,0.633197784,1,0.563024342,0,0.068156876,1,0.807704568,0,7.14E-07,0,0.210380986,0,0.354582459,1,0.826418638,1,0.71044904,1,0.765974581,1,0.222649515,1,0.263929248,0,0.10381978,1,0.908535182,1,0.454166323,0,0.281028599,0,0.271694094,1,0.505376518,1,0.631133676,1,0.635778129,0,0.287439078,0,0.492510855,1,0.164504424,1,0.866536498,1,0.885738254,1,0.960849822,1,0.136282757,0,0.000551167,0,0.720267892,0,0.067685194,1,0.623437345,0,0.646767497,1,0.663192809,0,3.73E-05,0,0.054584928,0,0.560698032,1,0.768651187
0,0.000162241,0,0.574094117,0,0.276801914,0,0.000380635,1,0.973620117,1,0.66983372,0,0.453886509,0,0.034138013,0,1.30E-05,1,0.851235628,0,0.002418108,1,0.961027741,0,0.00166637,1,0.949052989,1,0.555785537,1,0.448839456,0,0.085861817,0,0.314974397,1,0.715598285,1,0.251805782,1,0.459379643,0,0.007041841,1,0.789765477,1,0.764585316,1,0.890528619,1,0.929893196,1,0.000116209,0,7.29E-08,1,0.659217358,0,7.52E-05,1,0.792502344,1,0.003664567,0,0.220635921,1,0.86907953,1,0.941356361,1,0.133301497,1,0.766306043
0,2.43E-06,1,0.27979058,0,0.030821186,0,0.094663769,0,0.00012506,1,0.170447066,1,0.537722945,1,0.911664844,1,0.63442868,1,0.165737376,0,0.317721337,1,0.955902934,0,0.073414266,1,0.944932342,0,0.620228887,1,0.687563002,0,0.453254014,0,0.558701754,1,0.409307718,0,0.478103101,1,0.47454825,1,0.614877522,1,0.860681653,0,0.045734573,0,0.734391093,1,0.71728009,1,0.82859087,0,4.45E-05,1,0.862449467,0,0.417773098,0,5.08E-07,1,0.030074548,0,0.425903052,1,0.88541609,0,2.83E-06,1,0.805935025,0,0.293228447
0,0.000640201,0,0.374748319,0,0.040655177,0,4.95E-06,1,0.928517997,0,0.001425067,0,0.000870747,1,0.882074237,0,0.000957659,1,0.817758918,0,0.23813045,0,0.000274475,1,0.86629343,0,1.78E-05,0,0.236127377,1,0.777851641,0,0.004965469,1,0.514665425,0,0.026915999,1,0.625159204,1,0.622557104,0,0.000435419,0,0.817142844,1,0.864055514,0,6.45E-07,0,0.018489463,0,0.000550289,0,2.84E-09,0,0.580863833,0,0.009908227,0,0.116839364,0,0.042821839,0,0.292292774,0,0.002413697,0,0.802716792,1,0.306195974,1,0.786205053
0,0.52340734,0,0.169888988,0,0.104699001,0,0.020084523,1,0.617554069,1,0.764965415,1,0.661385298,0,0.000933042,1,0.423839211,0,0.379140735,1,0.033024844,0,0.003356386,0,0.848166049,0,0.035775635,1,0.609720349,1,0.620893836,1,0.759960949,1,0.377386153,0,0.008156491,0,0.010738576,0,0.011555566,1,0.575112164,1,0.652814448,0,4.78E-06,1,0.799367547,1,0.959198773,0,0.727356434,0,1.26E-06,1,0.850840688,1,0.283073574,0,0.000479491,1,0.845079482,1,0.600715101,0,0.049491826,0,0.001256831,0,0.246424928,1,0.053482313
1,0.729626656,0,0.528919518,0,0.000723053,1,0.787669837,0,1.87E-07,1,0.792526305,0,0.013269312,1,0.86232841,0,0.126245722,0,0.164343029,0,0.000441036,0,0.014416016,1,0.80424118,1,0.910464227,1,0.538897038,0,0.499858677,1,0.525364757,1,0.669169724,1,0.701705277,0,4.99E-05,0,0.014735653,0,0.079550229,0,0.617696762,1,0.036495924,0,0.04596673,0,0.211628377,1,0.734491348,1,0.699209213,0,0.843569994,1,0.110957928,0,0.559773386,1,0.881216288,1,0.66253376,1,0.895166814,0,3.33E-05,1,0.797288895,1,0.604484618
0,0.250160158,1,0.50293082,1,0.328159422,0,0.058706611,0,2.53E-10,1,0.659228206,0,0.109170012,0,0.818950832,1,0.358832508,1,0.770835161,1,0.477118701,1,0.950871289,1,0.825053751,1,0.928008556,0,0.002485721,1,0.451998949,0,0.000254498,1,0.63957715,0,0.285128921,0,0.58568275,0,0.088546202,1,0.808743298,1,0.276333839,0,8.80E-05,1,0.949224591,1,0.94029367,0,0.033782333,0,4.81E-09,0,0.000216127,1,0.331244379,1,0.8535496,0,0.065375715,0,2.73E-06,0,3.83E-05,0,0.005725021,0,0.545389414,1,0.821136236
1,0.490809888,0,0.000518517,0,0.29019022,0,0.012590395,0,0.000205557,1,0.313726455,0,0.382252067,1,0.860431552,0,0.562470734,0,0.243155703,1,0.337420374,0,7.84E-07,0,0.047908414,1,0.919344068,0,0.22472772,0,0.253121018,1,0.580459714,1,0.631880939,0,0.006309517,1,0.745817959,0,0.106038399,0,0.371179432,0,5.37E-07,0,0.001431662,1,0.809749424,0,1.14E-06,1,0.829678535,1,0.870938241,1,0.84666723,1,0.762248397,1,0.435158283,1,0.789695501,1,0.673257649,0,0.438607126,1,0.768979669,0,0.323453605,1,0.627511799
1,0.66739893,1,0.598829508,1,0.876428545,1,0.848485291,1,0.947254121,1,0.689573705,0,0.15698567,1,0.885220647,1,0.561205328,1,0.882971764,0,0.105199113,1,0.635984778,0,0.008089677,0,1.64E-06,0,0.54654479,1,0.622646332,1,0.43461138,1,0.331450462,1,0.683287442,0,0.387780517,1,0.108655542,1,0.159884036,0,0.280104935,0,0.137427032,1,0.904689133,1,0.960067511,1,0.888224423,0,0.000551359,0,0.002616534,0,0.004772627,0,2.07E-06,1,0.316591501,1,0.477313995,1,0.82553494,1,0.311283559,0,0.000108724,1,0.765960574
1,0.766752541,0,0.236356393,0,0.061916657,1,0.888516009,0,3.35E-08,1,0.731694937,1,0.54872793,1,0.840976417,1,0.567481399,1,0.894464731,1,0.718353689,0,2.96E-05,1,0.898415506,0,3.05E-06,1,0.236668944,1,0.440162688,1,0.69150281,1,0.567917764,0,0.173305184,0,0.226542786,1,0.770074248,1,0.675421,1,0.815304995,0,6.06E-08,0,5.30E-08,1,0.96589309,0,0.255462974,0,5.46E-07,1,0.812760174,0,0.001809749,0,0.000101389,1,0.922189713,1,0.671601236,1,0.870559692,1,5.68E-07,1,0.643172741,0,0.03608207
1,0.754350483,1,0.537398815,0,0.831978142,0,0.006498963,0,2.53E-07,0,0.024592293,1,0.542293072,0,5.13E-07,1,0.725839853,0,0.063988417,1,0.289502174,1,0.960110128,0,0.000995606,1,0.897414327,0,0.005948888,1,0.620038092,0,0.440081626,1,0.600277424,1,0.75270313,0,0.073382348,0,0.000109097,1,0.587486804,1,0.818871498,1,0.859282494,0,1.43E-05,0,0.000136654,1,0.656499207,0,0.062822334,0,0.629056811,0,0.051648635,0,0.00063299,0,0.222079992,0,0.296010435,0,0.100427553,1,0.835457921,0,0.763451934,0,0.12358892
1,0.723426759,0,0.57066083,0,0.701089442,1,0.826995671,0,7.73E-10,1,0.152483389,0,0.606246352,1,0.841653526,0,0.342794627,0,0.020771645,1,0.579479754,0,2.00E-07,0,0.18788594,0,7.86E-08,1,0.71380347,1,0.512474239,0,8.93E-08,1,0.666732609,0,0.001939301,0,0.031420831,1,0.745077312,1,0.662208259,0,1.76E-06,0,0.011567172,1,0.763148963,1,0.89176929,1,0.331225067,0,9.46E-06,0,0.780412197,1,0.7010203,1,0.59863764,0,0.751215935,1,0.652909219,0,0.017769638,1,0.639516056,1,0.11872147,1,0.62959516
1,0.092460603,1,0.610542715,1,0.924823821,1,0.828965127,0,4.92E-07,1,0.801040173,0,0.123311371,0,0.00069857,0,0.119648874,0,0.014270668,0,0.633423924,0,2.59E-05,0,0.000138569,0,0.017330067,1,0.512838542,1,0.633991063,1,0.03515454,0,0.370995373,1,0.654627621,0,0.087617323,0,0.000130861,0,0.504273832,1,0.635956168,1,0.749650955,1,0.782915831,0,3.16E-05,1,0.890506208,1,0.898120284,1,0.412472397,1,0.031178733,0,0.00089153,0,0.081924297,1,0.677117109,0,0.016905617,1,0.00155849,0,0.255052984,1,0.803026378
0,0.697901905,1,0.629601896,1,0.898568928,1,0.857735574,0,5.06E-05,0,0.001894732,0,0.58561337,1,0.865210116,1,0.696290731,0,1.16E-05,0,0.304023802,0,2.00E-05,1,0.905168593,1,0.384275168,0,0.036853295,1,0.680847347,0,0.239250451,1,0.630694866,1,0.502370298,1,0.778294683,0,0.028194508,1,0.655110955,0,4.54E-05,0,0.001790251,0,0.29580006,0,1.29E-06,1,0.107645877,1,0.922283351,1,0.53482157,0,0.400180548,1,0.017274955,1,0.857154191,0,0.687832177,0,0.004463547,0,1.13E-06,1,0.792402029,1,0.835699081
0,0.077635996,1,0.653814137,0,0.563041508,0,0.14730069,0,6.59E-09,0,2.80E-05,0,0.065294541,1,0.881194472,1,0.364377111,0,0.113927543,0,0.021826247,0,7.76E-10,0,0.511185646,0,7.02E-05,0,0.26635924,1,0.627412736,0,0.775598109,1,0.524364054,0,0.325722426,1,0.792740107,0,0.339116961,0,3.99E-05,1,0.710954547,1,0.8566944,0,3.48E-08,1,0.938398898,1,0.551734805,1,0.898049474,1,0.735864222,0,0.470775813,1,0.820418775,0,0.646450222,0,0.004878156,0,0.060486943,1,0.958597958,1,0.86546433,1,0.720069468
0,0.112377718,1,0.634674788,1,0.901267648,1,0.130800948,0,1.56E-07,1,0.791891932,1,0.523000777,1,0.857480645,1,0.690333784,0,0.644755423,0,0.019752059,1,0.920714676,1,0.937296867,1,0.928846359,1,0.666343272,1,0.68769902,0,0.471332103,0,0.009569997,0,0.11162214,1,0.768544495,0,0.157423258,1,0.569209218,1,0.679956913,0,0.000165422,0,0.763353169,1,0.946245313,0,0.003129401,0,7.00E-05,1,0.883963048,1,0.920046031,1,0.706264198,0,0.277976215,1,0.266869128,1,0.93932122,0,1.59E-08,0,0.629200518,0,6.70E-05
1,0.844640911,1,0.457602233,0,0.139369532,0,0.205603689,0,2.39E-09,1,0.71667695,1,0.63228339,1,0.860632837,1,0.668392241,1,0.715001583,0,0.004897304,0,6.01E-05,0,0.047338944,1,0.922834754,0,0.023947762,1,0.693687499,1,0.209701285,1,0.350426465,0,0.07449878,1,0.72127825,0,0.022112409,1,0.658780932,1,0.652767301,1,0.883903146,0,0.596259296,0,7.21E-05,0,0.847473145,1,0.796747983,0,0.82812345,1,0.123552479,1,0.75474906,1,0.902366102,0,0.169768304,1,0.858487725,1,0.946959674,1,0.805083871,0,0.000190907
1,0.659821153,1,0.421030432,1,0.876282811,0,0.245903358,1,0.960685194,0,0.059358384,1,0.646169603,1,0.868323684,1,0.810200393,1,0.811828136,0,0.01926505,1,0.942752004,1,0.897672951,1,0.901172161,1,0.74541527,1,0.488446116,0,0.487708926,1,0.440757841,0,0.000122484,1,0.689784646,1,0.615841031,1,0.656144619,0,2.48E-05,0,0.000808501,0,0.09705992,1,0.951162696,1,0.697914898,1,0.843305111,1,0.812381089,1,0.857163966,0,6.67E-05,1,0.931851327,1,0.588723302,1,0.267385453,0,1.50E-07,0,0.313534021,0,0.387060732
1,0.612618804,1,0.393388927,0,0.084624253,0,0.142458275,1,0.717467725,0,0.338642091,1,0.408210009,0,0.560061395,1,0.779959977,1,0.780968308,1,0.425911129,0,9.21E-07,1,0.927643955,1,0.793172002,1,0.638874769,0,0.004747573,1,0.171161249,0,0.042605955,1,0.717699051,0,0.002929484,0,0.027378317,1,0.262507677,0,0.000597784,1,0.838382721,1,0.9356879,0,0.009815807,1,0.771952212,1,0.609220386,0,0.000149688,1,0.808477521,1,0.769999743,1,0.887164593,0,0.005881899,1,0.880013764,0,0.336797416,0,0.000982427,0,0.231979355
0,0.20861274,1,0.571067452,1,0.876962125,0,0.128995836,1,0.959837258,1,0.80239892,1,0.531446993,1,0.87771976,1,0.480186075,1,0.908800125,0,0.260484368,0,3.87E-05,0,0.010335994,0,8.21E-07,0,0.04106839,1,0.702067137,0,0.611676037,1,0.680865049,0,0.49125728,1,0.737576842,1,0.602861106,0,0.014254845,1,0.851876736,0,1.03E-06,0,2.40E-06,0,0.001682072,1,0.488830149,1,0.750651896,1,0.01986167,0,0.30432266,0,4.90E-10,1,0.894566894,1,0.820898533,1,0.735491037,1,0.854353428,1,0.77550745,0,0.00103638
0,0.021704454,1,0.556379914,0,0.696140647,1,0.788363099,1,0.948395789,1,0.528740942,1,0.506403685,0,0.00022339,1,0.676530361,0,0.002436484,0,0.497722864,1,0.79683733,0,2.26E-05,1,0.541571438,0,0.082963385,1,0.437429577,1,0.649172306,0,0.131018266,0,0.059026305,1,0.438098639,0,0.002697842,0,0.7192114,1,0.415276349,1,0.879385829,0,3.71E-06,0,6.66E-08,0,0.16187264,1,0.020627938,1,0.700650692,1,0.919285059,0,4.99E-06,0,0.398540437,1,0.019262582,0,0.047282435,0,6.78E-05,0,0.135000035,0,0.009534693
